sequence,open_time_china,close,ema9,ema26,crossover_type,price_diff_abs,sequence_interval,time_interval_days,time_interval_hours
346,2023-12-04 01:00:00,2151.54,2157.6705067972503,2157.7620070096336,死叉,51.2199999999998,2,2.0625,49.5
348,2023-12-04 23:30:00,2211.75,2227.805553711272,2229.2353849053056,死叉,50.48999999999978,2,0.9375,22.5
354,2023-12-06 19:00:00,2256.15,2273.015392845703,2273.3718144402033,死叉,28.019999999999982,6,1.8125,43.5
360,2023-12-08 22:00:00,2348.82,2355.717683025496,2356.0415204389565,死叉,81.80000000000018,6,2.125,51.0
371,2023-12-12 09:00:00,2237.3,2224.7428022545537,2223.0809363647136,金叉,93.10999999999967,11,3.4583333333333335,83.0
375,2023-12-13 21:00:00,2191.88,2180.4496471624216,2179.4633496777906,金叉,29.949999999999818,4,1.5,36.0
376,2023-12-15 11:30:00,2280.45,2292.3202038143727,2292.797401613043,死叉,88.56999999999971,1,1.6041666666666667,38.5
377,2023-12-16 12:00:00,2252.37,2245.1380309980905,2244.4818635146835,金叉,28.079999999999927,1,1.0208333333333333,24.5
382,2023-12-18 07:30:00,2196.52,2220.5164887168385,2224.015470555399,死叉,36.74000000000024,5,1.8125,43.5
384,2023-12-19 22:00:00,2211.53,2230.421293831997,2230.5954671670656,死叉,38.620000000000346,2,1.6041666666666667,38.5
386,2023-12-21 04:00:00,2184.23,2215.484372935495,2219.026210958308,死叉,29.7800000000002,2,1.25,30.0
387,2023-12-21 15:00:00,2213.7,2204.1496075154637,2203.1360839751987,金叉,29.4699999999998,1,0.4583333333333333,11.0
388,2023-12-23 09:30:00,2292.4,2309.97568811133,2310.1529036836378,死叉,78.70000000000027,1,1.7708333333333333,42.5
397,2023-12-27 16:00:00,2239.99,2228.071392594726,2226.3520402328754,金叉,35.320000000000164,9,4.270833333333333,102.5
398,2023-12-28 23:00:00,2355.94,2380.8535046546294,2382.9289425708826,死叉,115.95000000000027,1,1.2916666666666667,31.0
400,2023-12-29 23:30:00,2327.18,2356.360370317589,2357.111406136901,死叉,40.43000000000029,2,1.0208333333333333,24.5
