sequence,open_time_china,close,ema9,ema26,crossover_type,price_diff_abs,sequence_interval,time_interval_days,time_interval_hours
179,2023-03-24 17:00:00,1799.54,1806.4174915260905,1806.8598334682883,死叉,47.930000000000064,1,1.0,24.0
180,2023-03-26 00:00:00,1756.39,1751.2099328848542,1750.6218973746,金叉,43.149999999999864,1,1.2916666666666667,31.0
189,2023-03-30 06:00:00,1792.39,1800.6530396407236,1801.1630557622861,死叉,60.16000000000008,9,4.25,102.0
191,2023-03-30 11:00:00,1782.47,1797.4431005208903,1798.5181263474765,死叉,34.32999999999993,2,0.20833333333333334,5.0
205,2023-04-06 00:00:00,1894.74,1902.815156616423,1903.7214307230545,死叉,88.43000000000006,14,6.541666666666667,157.0
215,2023-04-12 00:00:00,1906.78,1913.6424548125196,1913.7474356506011,死叉,44.23000000000002,10,6.0,144.0
217,2023-04-14 23:30:00,2058.34,2088.024269585738,2090.8458692388135,死叉,172.01000000000022,2,2.9791666666666665,71.5
218,2023-04-15 04:30:00,2105.57,2089.929889668622,2087.614509932647,金叉,47.23000000000002,1,0.20833333333333334,5.0
232,2023-04-20 21:00:00,1965.99,1957.4829120726436,1957.401208955227,金叉,122.83000000000015,14,5.6875,136.5
236,2023-04-22 23:00:00,1865.8,1857.1220934412852,1856.7644203083216,金叉,72.71000000000004,4,2.0833333333333335,50.0
246,2023-04-27 10:30:00,1909.21,1898.1988094998355,1898.0814870795134,金叉,80.47000000000003,10,4.479166666666667,107.5
256,2023-05-02 16:00:00,1835.96,1831.6498936816115,1830.9927417751248,金叉,55.76999999999998,10,5.229166666666667,125.5
265,2023-05-06 13:30:00,1959.93,1970.5192017712093,1971.2909068975237,死叉,62.710000000000036,9,3.8958333333333335,93.5
266,2023-05-07 16:00:00,1908.2,1901.710689618985,1900.8020405513275,金叉,51.73000000000002,1,1.1041666666666667,26.5
267,2023-05-08 07:30:00,1870.4,1903.6115306102788,1908.2759185857742,死叉,37.799999999999955,1,0.6458333333333334,15.5
274,2023-05-13 03:30:00,1790.01,1771.8051207965539,1770.8088760578719,金叉,40.40000000000009,7,4.833333333333333,116.0
297,2023-05-24 02:30:00,1845.37,1849.727839717575,1849.84286986195,死叉,36.38999999999987,23,10.958333333333334,263.0
300,2023-05-25 20:00:00,1802.49,1789.2027586350384,1788.311145203658,金叉,42.77999999999997,3,1.7291666666666667,41.5
305,2023-05-29 23:30:00,1889.41,1895.8864775912632,1896.6053868641427,死叉,45.430000000000064,5,4.145833333333333,99.5
318,2023-06-06 22:00:00,1831.72,1816.5789084788335,1816.2127111511727,金叉,55.700000000000045,13,7.9375,190.5
324,2023-06-11 12:30:00,1754.01,1749.5971234033018,1749.4184584875686,金叉,87.25,6,4.604166666666667,110.5
342,2023-06-16 02:30:00,1669.21,1650.0857004545903,1648.628668386306,金叉,71.75999999999999,18,4.583333333333333,110.0
345,2023-06-18 00:30:00,1730.08,1733.6650770213325,1733.7012994412573,死叉,58.710000000000036,3,1.9166666666666667,46.0
359,2023-06-22 20:30:00,1898.01,1900.1475987934357,1900.3535149117595,死叉,156.68000000000006,14,4.833333333333333,116.0
377,2023-06-27 00:30:00,1852.54,1880.4528072808446,1884.519179181919,死叉,52.51999999999998,18,4.166666666666667,100.0
